,id,uri,events,agent,predicate,patients,text
4,19004,http://en.wikinews.org/wiki/500_policemen_seek_drug_dealers_in_Rio,500_policemen_seek_drug_dealers_in_Rio#ev23,from+the+neighboring+vidigal+favela,war,against+drug+dealers,The drug dealers from Morro da Rocinha are in a war against drug dealers from the neighboring Vidigal favela.
5,19004,http://en.wikinews.org/wiki/500_policemen_seek_drug_dealers_in_Rio,500_policemen_seek_drug_dealers_in_Rio#ev12,MorrodaRocinha,dealer,against+drug+dealers,The drug dealers from Morro da Rocinha are in a war against drug dealers from the neighboring Vidigal favela.
6,19004,http://en.wikinews.org/wiki/500_policemen_seek_drug_dealers_in_Rio,500_policemen_seek_drug_dealers_in_Rio#ev25,by+the+criminals,endanger,"Vidigal,_Rio_de_Janeiro","Local populations of both Morro da Rocinha and Vidigal are endangered by the criminals, and have demanded urgent actions by the authorities."
0,19005,http://en.wikinews.org/wiki/500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK,500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK#ev52,the+team,report,the+discovery,"The reports came out when Doctor Lane Brunner, who is located in the U.S. and is an expert on coins, said that the team had to report the discovery to a judge in the fall of 2006 before the finds could be salvaged."
1,19005,http://en.wikinews.org/wiki/500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK,500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK#ev38,Odyssey_Marine_Exploration,make,the+discovery,Odyssey Marine Exploration made the discovery and the treasure is believed to be from a 17th century shipwreck located some 40 miles off the Cornish coast.
2,19005,http://en.wikinews.org/wiki/500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK,500_million_US_dollars_worth_of_treasure_found_off_coast_of_Cornwall_UK#ev49,by+experts,examine,all+the+coins,All the coins are being examined in the U.S. by experts.
0,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev18",by+rescue+workers,evacuate,900%2c000+people,"While 900,000 people were evacuated by rescue workers, new data has revealed that 50,000 people, from the town of Saharsa, have refused to leave their homes."
1,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev66",this+flood+disaster+of+massive+dimensions,affect,about+2.7+million+people,"About 2.7 million people are affected by this flood disaster of massive dimensions, with about 900,000 people in the affected areas having moved to 285 relief camps and 249 health centers."
2,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev44",Kosi_River,150km,on+multiple+occasions,"During the last 250 years, the Kosi has moved its path up to 150km westward on multiple occasions, leaving behind a series of paleochannels."
3,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev20",Kosi_River,leave,to+leave+their+homes,"During the last 250 years, the Kosi has moved its path up to 150km westward on multiple occasions, leaving behind a series of paleochannels."
4,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev20",Kosi_River,leave,to+leave+their+homes,"While 900,000 people were evacuated by rescue workers, new data has revealed that 50,000 people, from the town of Saharsa, have refused to leave their homes."
5,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev20",Kosi_River,leave,to+leave+their+homes,Advertisements in local newspapers have been used to encourage the people who are still remaining in the area to leave soon.
6,19006,"http://en.wikinews.org/wiki/50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course","50,000_people_refuse_evacuation_after_flooding_in_India_caused_by_river_changing_course#ev64",approximately+1.2+million+people,have,their+homes+flooded+by+the+disaster,Approximately 1.2 million people are estimated to have had their homes flooded by the disaster.
0,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy",Heavy_rains_start_in_central_and_southern_Chile_while_aftershock_takes_place#ev31,more+than+eight+aftershocks,hit,the+university+of+chile+geological+survey,"More than eight aftershocks hit the area, has reported the University of Chile Geological Survey."
1,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy",Heavy_rains_start_in_central_and_southern_Chile_while_aftershock_takes_place#ev37_0,United_States_Geological_Survey,report,theUniversityofChileGeologicalSurvey,"More than eight aftershocks hit the area, has reported the University of Chile Geological Survey."
2,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy",New_earthquake_hits_Chile#ev17,a+strong+earthquake,hit,Chile,Another strong aftershock hit Chile early Sunday morning.
3,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy","5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy#ev29",the+quake,reach,a+depth+of+30.1+kilometers,"The UCGS has also reported that the quake reached a depth of 30.1 kilometers and that the intensities in the Mercalli scale were: Pichilemu, Navidad and Talca: VI; Rancagua, Santa Cruz, Lolol and San Fernando: V; Casablanca, San Antonio and Santo Domingo: IV; La Calera, La Ligua, Limache, Los Andes, Papudo, Petorca, Quillota, Santiago de Chile, Valparaíso and Viña del Mar: III."
4,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy","5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy#ev18",United_States_Geological_Survey,depth,a+depth+of+8%2c5+kilometers,"The UCGS has also reported that the quake reached a depth of 30.1 kilometers and that the intensities in the Mercalli scale were: Pichilemu, Navidad and Talca: VI; Rancagua, Santa Cruz, Lolol and San Fernando: V; Casablanca, San Antonio and Santo Domingo: IV; La Calera, La Ligua, Limache, Los Andes, Papudo, Petorca, Quillota, Santiago de Chile, Valparaíso and Viña del Mar: III."
5,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy","5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy#ev30",United_States_Geological_Survey,have,a+depth+of+8%2c5+kilometers,"However, the United States Geological Survey (USGS) reported that it reached a magnitude of 5.8; had a depth of 8,5 kilometers; and that the epicenter was located 65 kilometers at the southwest of San Antonio, Valparaíso; 100 kilometers at the west of Rancagua, O'Higgins 105 kilometers at the northwest of Curicó, Maule and; 135 kilometers at the southwest of Santiago, Metropolitan Region."
6,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy","5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy#ev18",United_States_Geological_Survey,depth,a+depth+of+8%2c5+kilometers,"However, the United States Geological Survey (USGS) reported that it reached a magnitude of 5.8; had a depth of 8,5 kilometers; and that the epicenter was located 65 kilometers at the southwest of San Antonio, Valparaíso; 100 kilometers at the west of Rancagua, O'Higgins 105 kilometers at the northwest of Curicó, Maule and; 135 kilometers at the southwest of Santiago, Metropolitan Region."
7,19007,"http://en.wikinews.org/wiki/5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy","5.9_magnitude_earthquake_in_Pichilemu,_Chile_revives_fears_of_new_tragedy#ev28",the+aftershock,reach,a+magnitude+of+5.9,"The aftershock reached a magnitude of 5.9 with the epicenter located nineteen kilometers west of Pichilemu, according to the University of Chile Geological Survey (UCGS)."
0,19008,"http://en.wikinews.org/wiki/5.9_magnitude_aftershock_strikes_Lolol,_Chile_area","5.9_magnitude_aftershock_strikes_Lolol,_Chile_area#ev17",the+earthquake,have,a+magnitude+of+5.9,"The earthquake had a magnitude of 5.9, and occurred 13 kilometers southwest of Lolol, O'Higgins Region, at a depth of 50 kilometers."
1,19008,"http://en.wikinews.org/wiki/5.9_magnitude_aftershock_strikes_Lolol,_Chile_area","5.9_magnitude_aftershock_strikes_Lolol,_Chile_area#ev18",the+earthquake,have,a+magnitude+of+4.9,"The United States Geological Survey, however, reported the earthquake had a magnitude of 4.9, and that it occurred at a depth of 64.9 kilometers."
2,19008,"http://en.wikinews.org/wiki/5.9_magnitude_aftershock_strikes_Lolol,_Chile_area","5.9_magnitude_aftershock_strikes_Lolol,_Chile_area#ev10",70+kilometers,west-southwest,Bernardo_O'Higgins,"The epicenter was located 70 kilometers west-southwest of Rancagua, O'Higgins; 80 kilometers north-northwest of Curicó, Maule; 80 kilometers south of San Antonio, Valparaíso; and 125 kilometers southwest of Santiago, Metropolitan Region."
3,19008,"http://en.wikinews.org/wiki/5.9_magnitude_aftershock_strikes_Lolol,_Chile_area","5.9_magnitude_aftershock_strikes_Lolol,_Chile_area#ev18",the+earthquake,have,a+magnitude+of+4.9,"The University of Chile Geological Service, for their part, reported the earthquake had a magnitude of 5.6, and that it occurred 43 kilometers southwest of Santa Cruz, at a depth of 51 kilometers."
0,19009,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico,5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico#ev24,the+southern+california+area,experience,lesser+magnitude+earthquakes,"The Southern California area had been experiencing lesser magnitude earthquakes for the past week, ranging in magnitude from 2 to 3."
1,19009,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico,5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico#ev19,shallow+earthquakes,cause,more+damage+than+deeper+ones,Shallow earthquakes often cause more damage than deeper ones.
2,19009,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico,5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico#ev26_0,theCaliforniaHighwayPatrol,report,any+major+disruptions+on+local+roads,"No major damage has been reported at this time, and the California Highway Patrol has not reported any major disruptions on local roads."
3,19009,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico,5.8_magnitude_earthquake_rocks_San_Diego_and_northern_Mexico#ev26_0,theCaliforniaHighwayPatrol,report,any+major+disruptions+on+local+roads,"No major damage has been reported at this time, and the California Highway Patrol has not reported any major disruptions on local roads."
0,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev22,about+600+people,cause,much+damage,"About 600 people were killed as a result, and much damage was caused to nearby infrastructure and buildings."
1,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev24,Civil_defense,say,no+damage+was+reported,"An earthquake with a magnitude of 5.8 struck the Andean mountains of Peru on Monday, although Civil Defense officials said no damage was reported."
2,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev24,Civil_defense,say,no+damage+was+reported,The United States Geological Survey said the epicenter struck at a depth of 53.4 miles (95.3 kilometers) and was centered about 240 kilometres (150 miles) northeast of the city of Huanuco and (300 miles) northeast of the nation's capital of Lima.
3,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev8,a+7.9+earthquake,strike,the+andean+mountains+of+peru,The United States Geological Survey said the epicenter struck at a depth of 53.4 miles (95.3 kilometers) and was centered about 240 kilometres (150 miles) northeast of the city of Huanuco and (300 miles) northeast of the nation's capital of Lima.
4,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev8,a+7.9+earthquake,strike,the+andean+mountains+of+peru,"An earthquake with a magnitude of 5.8 struck the Andean mountains of Peru on Monday, although Civil Defense officials said no damage was reported."
5,19010,http://en.wikinews.org/wiki/5.8_magnitude_earthquake_hits_Peru,5.8_magnitude_earthquake_hits_Peru#ev8,a+7.9+earthquake,strike,the+andean+mountains+of+peru,"In August 2007, a 7.9 earthquake struck the Ica province, just south of the capital."
0,19011,http://en.wikinews.org/wiki/5.6_earthquake_strikes_California,5.6_earthquake_strikes_California#ev10,United_States_Geological_Survey,give,the+actual+coordinates+given+by+usgs,The actual coordinates given by USGS put it along the border of San Jose and Milpitas in the hills near neighborhoods in both cities.
1,19011,http://en.wikinews.org/wiki/5.6_earthquake_strikes_California,5.6_earthquake_strikes_California#ev27_0,magnitudes+ranging+from+1.3+to+1.8,report,at+least+ten+aftershocks,At least ten aftershocks had been reported by 8:35 p.m with magnitudes ranging from 1.3 to 1.8.
2,19011,http://en.wikinews.org/wiki/5.6_earthquake_strikes_California,5.6_earthquake_strikes_California#ev27_2,residents+and+business+owners,report,their+homes,Residents and business owners also reported their homes shaking.
3,19011,http://en.wikinews.org/wiki/5.6_earthquake_strikes_California,5.6_earthquake_strikes_California#ev18,residents+and+business+owners,shake,their+homes,"According to the USGS, damage could be ""moderate to heavy"" and Rafael Abreu of the USGS said that the earthquake is considered ""moderate,"" but so far there are ""no injuries."""
0,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev52,Silvio_Berlusconi,say,the+victims+so+far+are+207,"""Civil protection men are working hard and for the next 48 hours rescuers will search for other survivors,"" added Berlusconi."
1,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev44,a+major+6.3+quake,hit,Central_Italy,"An aftershock with a magnitude of 5.6 shook Central Italy on Tuesday, nearly 48 hours after a major 6.3 quake hit the country."
2,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev55,these+people,risk,their+lives,"These people risk their lives and I want to congratulate myself with them, they are doing an extraordinary job considering the frequent ground movements complicate rescuing operations."
3,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev45,the+aftershock,cause,two+apartment+blocks,"The aftershock caused two apartment blocks to collapse in the city of L'Aquila, and slabs of masonry fell from other damaged buildings."
4,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev49,local+media,report,an+old+church+and+many+houses,Local media reported that an old church and many houses were also damaged.
5,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev24,20%2c000+people,lose,their+homes,"Francessco Rocha, the head of the Italian Red Cross, estimated that 20,000 people had lost their homes, and it may be many months before they can return to them."
6,19012,http://en.wikinews.org/wiki/5.6-magnitude_aftershock_earthquake_strikes_Italy,5.6-magnitude_aftershock_earthquake_strikes_Italy#ev52,Silvio_Berlusconi,say,the+victims+so+far+are+207,"""The victims so far are 207,"" said the premier of Italy, Silvio Berlusconi, at a press conference."
0,19013,http://en.wikinews.org/wiki/5.5_magnitude_earthquake_shakes_Tokyo,5.5_magnitude_earthquake_shakes_Tokyo#ev10,the+quake,affect,oita+%2c+kochi+and+miyazaki+prefectures,"The quake affected Oita, Kochi and Miyazaki prefectures without any reports of injuries or severe damage."
1,19013,http://en.wikinews.org/wiki/5.5_magnitude_earthquake_shakes_Tokyo,5.5_magnitude_earthquake_shakes_Tokyo#ev8,a+magnitude+6.8+earthquake,shake,Kobe,"A previous earthquake in October of 2004 killed at least 40 people and injured 3,000 when a magnitude 6.8 earthquake shook the region of Niigata in northern Japan and in 1995 a magnitude 7.3 earthquake shook Kobe, Japan and killed at least 6,400 people."
2,19013,http://en.wikinews.org/wiki/5.5_magnitude_earthquake_shakes_Tokyo,5.5_magnitude_earthquake_shakes_Tokyo#ev8,a+magnitude+6.8+earthquake,shake,Kobe,"A previous earthquake in October of 2004 killed at least 40 people and injured 3,000 when a magnitude 6.8 earthquake shook the region of Niigata in northern Japan and in 1995 a magnitude 7.3 earthquake shook Kobe, Japan and killed at least 6,400 people."
0,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,Big_Island_residents_prepare_for_arrival_of_Flossie#ev49,Harry_Kim_(Star_Trek),declare,a+state+of+emergency+on+monday,Mayor Harry Kim also declared a state of emergency on Monday.
1,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev8,a+5.3+magnitude+earthquake,rock,the+big+island,"As residents of the Big Island of Hawaii continue to make preparations for Hurricane Flossie, a 5.3 magnitude earthquake rocked the Big Island at 7:38 p.m. local time last night."
2,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev29,a+hurricane,strike,the+state,"The last time a hurricane struck the state was in 1992, when Hurricane Iniki devastated the island of Kauai."
3,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev30,hurricane+iniki,devastate,Kauai,"The last time a hurricane struck the state was in 1992, when Hurricane Iniki devastated the island of Kauai."
4,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev37,Hawaii_(island),report,a+small+landslide,"However, Tom Brown, a spokesman for Hawaii County Civil Defense did report that the quake caused a small landslide."
5,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev32,Hawaii_(island),continue,to+make+preparations+for+hurricane+flossie,"As residents of the Big Island of Hawaii continue to make preparations for Hurricane Flossie, a 5.3 magnitude earthquake rocked the Big Island at 7:38 p.m. local time last night."
6,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev34,the+quake,cause,a+small+landslide,"However, Tom Brown, a spokesman for Hawaii County Civil Defense did report that the quake caused a small landslide."
7,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,Floods_in_midwest_and_plains_kill_over_20#ev33,Wisconsin,watch,flash+flood,"Parts of Hawaii are already under hurricane watches, tropical storm warnings, and flash flood watches as Hurricane Flossie approaches."
8,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev33,Hawaii_(island),make,to+make+preparations+for+hurricane+flossie,"As residents of the Big Island of Hawaii continue to make preparations for Hurricane Flossie, a 5.3 magnitude earthquake rocked the Big Island at 7:38 p.m. local time last night."
9,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,Floods_in_midwest_and_plains_kill_over_20#ev33,Wisconsin,watch,flash+flood,"Parts of Hawaii are already under hurricane watches, tropical storm warnings, and flash flood watches as Hurricane Flossie approaches."
10,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev19,residents+and+visitors,stock,on+food+and+water,Public and private schools alike closed early Tuesday morning as residents and visitors were warned to stock up on food and water.
11,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev43,from+the+islands,eye,of+the+category+three+storm,"Meteorologists predict the eye of the category three storm will pass less than 100 miles from the islands, leaving parts of Hawaii exposed to strong winds and up to 15 inches of rain."
12,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev20,of+the+category+three+storm,pass,less+than+100+miles,"Meteorologists predict the eye of the category three storm will pass less than 100 miles from the islands, leaving parts of Hawaii exposed to strong winds and up to 15 inches of rain."
13,19014,http://en.wikinews.org/wiki/5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane,5.3_magnitude_earthquake_rocks_Hawaii_hours_before_expected_hurricane#ev25,even+a+slight+change+in+course,take,the+storm,"However, meteorologists also express caution in saying that even a slight change in course could take the storm closer to land."
0,19015,http://en.wikinews.org/wiki/5.1_earthquake_hits_north_of_Tokyo,5.1_earthquake_hits_north_of_Tokyo#ev25,bullet+train+services,stop,to+check+the+tracks,"No tsunami warning was issued 

Local and bullet train services stopped to check the tracks but service quickly resumed."
1,19015,http://en.wikinews.org/wiki/5.1_earthquake_hits_north_of_Tokyo,5.1_earthquake_hits_north_of_Tokyo#ev10,bullet+train+services,check,to+check+the+tracks,"No tsunami warning was issued 

Local and bullet train services stopped to check the tracks but service quickly resumed."
2,19015,http://en.wikinews.org/wiki/5.1_earthquake_hits_north_of_Tokyo,5.1_earthquake_hits_north_of_Tokyo#ev12,by+there+were+no+major+delays,disrupt,services+at+tokyo+%27s+haneda+airport,Services at Tokyo's Haneda Airport were disrupted by there were no major delays.
3,19015,http://en.wikinews.org/wiki/5.1_earthquake_hits_north_of_Tokyo,5.1_earthquake_hits_north_of_Tokyo#ev23,the+world+%27s,earthquake,of+magnitude+6+or+greater,"Located in the Ring of Fire arc of volcanoes and oceanic trenches partly encircling the Pacific Basin, Japan accounts for about 20% of the world's earthquakes of magnitude 6 or greater."
0,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev58,a+judge,order,the+girl+%27s+medical+records,A judge has ordered that all equipment and materials used during the operation be protected and examined.
1,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev45,Travis_(band),say,that+the+family+issued,Children's Memorial Hospital officials say that the girl was rushed to the hospital when she never woke up after being sedated for a dental procedure.
2,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev58,a+judge,order,the+girl+%27s+medical+records,The girl's medical records have also been ordered to be examined.
3,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev45,Travis_(band),say,that+the+family+issued,"""She passed very peacefully and beautifully,"" said the hospital in a statement that the family issued."
4,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev48,the+hospital,statement,that+the+family+issued,"""She passed very peacefully and beautifully,"" said the hospital in a statement that the family issued."
5,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev45,Travis_(band),say,that+the+family+issued,"Travis says after thirty minutes she was asked to come back in and found Brownridge not breathing, in the dentist chair."
6,19016,http://en.wikinews.org/wiki/5-year_old_American_girl_dies_after_visiting_the_dentist,5-year_old_American_girl_dies_after_visiting_the_dentist#ev52,may+god,bless,Diamond,May God bless Diamond and her family.
0,19017,http://en.wikinews.org/wiki/5-year-old_girl_handcuffed_by_Florida_police,5-year-old_girl_handcuffed_by_Florida_police#ev46,of+arrival+of+the+police,calm,the+little+girl,"The little girl had already calmed down from her tantrum by the time of arrival of the police, but they cuffed her anyway."
1,19017,http://en.wikinews.org/wiki/5-year-old_girl_handcuffed_by_Florida_police,Freelance_reporter_fired_from_Boston_Globe_for_adding_fictitious_details_to_story#ev55,JohnTrevena,call,the+incident,"Police had been called when a phone call to mother Inga Akins, had led teachers to believe that it would take an hour for Ms Akins to arrive and take the girl away."
2,19017,http://en.wikinews.org/wiki/5-year-old_girl_handcuffed_by_Florida_police,5-year-old_girl_handcuffed_by_Florida_police#ev28,MsAkins,take,an+hour,"Police had been called when a phone call to mother Inga Akins, had led teachers to believe that it would take an hour for Ms Akins to arrive and take the girl away."
3,19017,http://en.wikinews.org/wiki/5-year-old_girl_handcuffed_by_Florida_police,5-year-old_girl_handcuffed_by_Florida_police#ev28,MsAkins,take,an+hour,"Police had been called when a phone call to mother Inga Akins, had led teachers to believe that it would take an hour for Ms Akins to arrive and take the girl away."
